Number of Variables;3;
Variables:;
0;;target;
1;;count;
2;;n;

Number of Block duas;20;
Line Duas for method; getRelativePositionOfPI;
Number;Def Line; Origin Line; Use Line; Var Id; Var Name;
1;567;570;572;1;target;
2;567;570;574;1;target;
3;567;;576;2;count;
4;567;;572;2;count;
5;568;569;570;3;n;
6;568;569;576;3;n;
7;568;570;570;3;n;
8;568;570;574;3;n;
9;568;;574;3;n;
10;568;570;572;3;n;
11;568;570;574;3;n;
12;572;;576;2;count;
13;572;;572;2;count;
14;574;569;570;3;n;
15;574;569;576;3;n;
16;574;570;570;3;n;
17;574;570;574;3;n;
18;574;;574;3;n;
19;574;570;572;3;n;
20;574;570;574;3;n;

Block Duas for method; getRelativePositionOfPI;
Number;Def Block; Origin Block; Use Block; Var Id; Var Name;
1;0;5;6;0;target;
;567;570;572;1;target;
2;0;5;4;0;target;
;567;570;574;1;target;
3;0;;2;1;count;
;567;;576;2;count;
4;0;;6;1;count;
;567;;572;2;count;
5;0;1;3;2;n;
;568;569;570;3;n;
6;0;1;2;2;n;
;568;569;576;3;n;
7;0;3;5;2;n;
;568;570;570;3;n;
8;0;3;4;2;n;
;568;570;574;3;n;
9;0;;4;2;n;
;568;;574;3;n;
10;0;5;6;2;n;
;568;570;572;3;n;
11;0;5;4;2;n;
;568;570;574;3;n;
12;6;;2;1;count;
;572;;576;2;count;
13;6;;6;1;count;
;572;;572;2;count;
14;4;1;3;2;n;
;574;569;570;3;n;
15;4;1;2;2;n;
;574;569;576;3;n;
16;4;3;5;2;n;
;574;570;570;3;n;
17;4;3;4;2;n;
;574;570;574;3;n;
18;4;;4;2;n;
;574;;574;3;n;
19;4;5;6;2;n;
;574;570;572;3;n;
20;4;5;4;2;n;
;574;570;574;3;n;
